derived_ethnicity,derived_race,derived_sex,action_taken,loan_amount,interest_rate,property_value,applicant_age,income,debt_to_income_ratio,applicant_ethnicity_observed,applicant_race_observed,applicant_sex_observed,denial_reason_1
Not Hispanic or Latino,Black or African American,Female,1,25000,0.0,485000.0,35-44,111.0,50.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,165000,6.25,385000.0,25-34,69.0,27.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,165000,6.5,305000.0,45-54,58.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,215000,6.75,245000.0,55-64,44.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1085000,5.625,1455000.0,25-34,266.0,39.0,2,2,2,10
Hispanic or Latino,White,Male,1,575000,6.99,595000.0,<25,137.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,105000,6.125,325000.0,55-64,86.0,13.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,185000,6.625,225000.0,25-34,213.0,27.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,235000,6.99,255000.0,25-34,84.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,255000,6.75,295000.0,25-34,87.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,115000,6.125,225000.0,35-44,50.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,155000,6.5,185000.0,25-34,80.0,1.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,335000,6.375,735000.0,>74,102.0,49.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,445000,6.625,465000.0,25-34,130.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,475000,6.5,595000.0,35-44,245.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,205000,7.5,265000.0,55-64,58.0,42.0,2,2,2,10
Hispanic or Latino,White,Female,1,195000,8.125,215000.0,25-34,83.0,40.0,2,2,2,10
Hispanic or Latino,White,Male,1,1125000,6.75,1605000.0,55-64,292.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,225000,6.625,475000.0,45-54,118.0,23.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,195000,6.25,225000.0,35-44,44.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,15000,3.75,155000.0,25-34,56.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,125000,7.5,165000.0,25-34,106.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,205000,6.5,225000.0,65-74,69.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,255000,6.375,255000.0,25-34,76.0,41.0,2,2,2,10
Hispanic or Latino,White,Female,1,365000,6.375,375000.0,25-34,81.0,43.0,2,2,2,10
Hispanic or Latino,White,Male,1,405000,5.99,685000.0,45-54,107.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,5000,6.5,195000.0,55-64,57.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,555000,7.125,695000.0,>74,127.0,44.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,245000,6.25,255000.0,35-44,83.0,32.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,455000,6.5,575000.0,45-54,171.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,305000,6.625,325000.0,55-64,96.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,125000,6.875,135000.0,45-54,38.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,295000,5.99,365000.0,25-34,68.0,47.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,545000,5.875,575000.0,25-34,140.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,135000,6.499,265000.0,65-74,51.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,285000,6.99,305000.0,45-54,93.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,295000,7.5,395000.0,55-64,152.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,185000,6.125,185000.0,<25,81.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,285000,7.5,365000.0,25-34,74.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,295000,5.25,375000.0,25-34,128.0,26.0,2,2,2,10
Hispanic or Latino,White,Female,1,265000,7.125,355000.0,45-54,111.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,175000,5.75,185000.0,25-34,55.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1485000,6.125,1855000.0,35-44,725.0,30.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,295000,6.0,345000.0,65-74,95.0,41.0,2,2,2,10
Hispanic or Latino,White,Female,1,165000,7.375,175000.0,25-34,70.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,15000,6.375,175000.0,<25,60.0,28.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,6.125,225000.0,35-44,39.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,575000,6.125,855000.0,35-44,250.0,28.0,2,2,2,10
Hispanic or Latino,White,Male,1,355000,5.99,505000.0,35-44,105.0,37.0,2,2,2,10
Hispanic or Latino,White,Female,1,575000,7.125,605000.0,35-44,210.0,44.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,675000,5.75,715000.0,25-34,138.0,49.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,295000,6.875,475000.0,35-44,77.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,155000,6.25,165000.0,<25,54.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,145000,6.5,275000.0,65-74,88.0,32.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,725000,6.625,995000.0,35-44,149.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,295000,6.375,315000.0,55-64,88.0,35.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,505000,6.99,535000.0,25-34,182.0,38.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,725000,7.99,905000.0,45-54,680.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,255000,6.99,285000.0,35-44,61.0,49.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,265000,4.875,465000.0,45-54,90.0,29.0,2,2,2,10
Hispanic or Latino,White,Male,1,135000,6.625,175000.0,35-44,140.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,265000,6.125,285000.0,25-34,55.0,45.0,2,2,2,10
Hispanic or Latino,White,Male,1,415000,6.375,595000.0,35-44,143.0,42.0,2,2,2,10
Hispanic or Latino,White,Male,1,325000,7.125,405000.0,35-44,95.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,165000,6.5,175000.0,25-34,107.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,345000,6.49,355000.0,25-34,94.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,785000,6.125,875000.0,35-44,169.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,725000,5.99,875000.0,45-54,283.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,125000,6.625,135000.0,<25,50.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,285000,6.99,405000.0,35-44,314.0,38.0,2,2,2,10
Hispanic or Latino,White,Female,1,85000,6.125,95000.0,<25,35.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,175000,7.125,175000.0,65-74,68.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,365000,6.5,405000.0,25-34,86.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,185000,6.5,235000.0,25-34,110.0,18.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,225000,6.499,245000.0,<25,56.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,85000,6.75,85000.0,35-44,90.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,345000,6.5,365000.0,55-64,160.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,255000,6.99,325000.0,25-34,50.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,265000,7.625,275000.0,35-44,137.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,295000,6.0,675000.0,55-64,120.0,30.0,2,2,2,10
Hispanic or Latino,White,Female,1,335000,6.25,345000.0,35-44,106.0,43.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,395000,6.0,415000.0,35-44,140.0,49.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,145000,5.625,195000.0,65-74,24.0,48.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,115000,7.25,335000.0,45-54,42.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,115000,6.375,155000.0,35-44,130.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,315000,6.625,335000.0,25-34,75.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,165000,6.25,185000.0,25-34,54.0,35.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,425000,6.0,495000.0,35-44,132.0,22.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,385000,6.125,415000.0,45-54,140.0,36.0,2,2,2,10
Hispanic or Latino,White,Male,1,15000,0.0,305000.0,25-34,83.0,41.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,285000,6.25,315000.0,35-44,98.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,265000,6.375,275000.0,25-34,71.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,175000,6.625,215000.0,25-34,48.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,115000,6.875,125000.0,<25,65.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,155000,6.25,185000.0,45-54,49.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,665000,6.375,825000.0,45-54,225.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,995000,5.75,1995000.0,35-44,518.0,18.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,105000,5.625,305000.0,45-54,58.0,13.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,355000,7.125,375000.0,25-34,87.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,535000,6.125,715000.0,35-44,126.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,205000,6.625,215000.0,<25,48.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,6.25,135000.0,<25,78.0,24.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,165000,7.125,175000.0,35-44,44.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,105000,6.0,335000.0,>74,66.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,175000,7.125,655000.0,55-64,317.0,22.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,105000,6.125,125000.0,35-44,62.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,355000,5.99,475000.0,55-64,105.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,45000,6.99,55000.0,<25,32.0,8.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,195000,6.875,245000.0,65-74,144.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,95000,6.0,355000.0,35-44,69.0,50.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,55000,6.125,315000.0,>74,47.0,23.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,965000,6.75,1205000.0,55-64,600.0,34.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,355000,6.375,445000.0,25-34,235.0,8.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,265000,6.375,275000.0,45-54,73.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,305000,7.125,385000.0,25-34,80.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,6.75,135000.0,<25,45.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,225000,6.5,315000.0,35-44,98.0,30.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,125000,6.625,225000.0,>74,83.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,165000,7.25,165000.0,<25,46.0,39.0,2,2,2,10
Hispanic or Latino,White,Male,1,225000,6.875,295000.0,35-44,120.0,31.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,185000,6.75,285000.0,65-74,64.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,465000,7.0,565000.0,45-54,126.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,315000,5.99,355000.0,25-34,89.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,245000,7.75,255000.0,<25,80.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,165000,6.625,215000.0,65-74,30.0,47.0,2,2,2,10
Not Hispanic or Latino,American Indian or Alaska Native,Female,1,245000,7.25,305000.0,35-44,58.0,43.0,2,2,2,10
Hispanic or Latino,White,Male,1,185000,7.25,245000.0,<25,62.0,30.0,2,2,2,10
Hispanic or Latino,White,Male,1,285000,5.125,295000.0,25-34,129.0,28.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,315000,7.125,345000.0,35-44,94.0,37.0,2,2,2,10
Not Hispanic or Latino,American Indian or Alaska Native,Male,1,65000,6.75,65000.0,45-54,42.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,165000,7.375,245000.0,65-74,95.0,56.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Male,1,255000,7.125,285000.0,45-54,105.0,48.0,2,2,2,10
Hispanic or Latino,White,Male,1,225000,6.5,415000.0,45-54,53.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,195000,6.375,275000.0,45-54,58.0,35.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,55000,6.0,195000.0,65-74,17.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,95000,7.625,235000.0,>74,33.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,145000,6.25,185000.0,25-34,90.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,425000,6.5,535000.0,25-34,388.0,34.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,365000,7.0,525000.0,35-44,89.0,43.0,2,2,2,10
Hispanic or Latino,White,Male,1,215000,6.99,235000.0,<25,60.0,46.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,135000,6.375,175000.0,25-34,52.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,65000,6.5,255000.0,55-64,90.0,4.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,135000,6.375,135000.0,<25,34.0,32.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,95000,6.125,175000.0,45-54,116.0,15.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,545000,6.875,675000.0,35-44,190.0,23.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,375000,5.5,575000.0,35-44,151.0,25.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,155000,6.25,305000.0,55-64,64.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,225000,7.625,285000.0,35-44,88.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,165000,6.5,175000.0,45-54,111.0,24.0,2,2,2,10
Hispanic or Latino,White,Male,1,215000,6.99,355000.0,25-34,83.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,155000,6.375,165000.0,35-44,33.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,195000,5.75,365000.0,35-44,107.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,475000,5.99,625000.0,35-44,125.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,185000,6.25,235000.0,35-44,73.0,32.0,2,2,2,10
Hispanic or Latino,White,Female,1,295000,7.5,305000.0,65-74,206.0,38.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,85000,7.0,115000.0,55-64,137.0,38.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Male,1,605000,6.875,625000.0,25-34,178.0,38.0,2,2,2,10
Hispanic or Latino,White,Female,1,65000,7.125,255000.0,25-34,85.0,13.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,435000,6.875,485000.0,35-44,187.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,5000,0.0,155000.0,25-34,59.0,35.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,695000,6.625,875000.0,25-34,200.0,53.0,2,2,2,10
Hispanic or Latino,White,Male,1,185000,7.125,275000.0,55-64,81.0,43.0,2,2,2,10
Hispanic or Latino,Black or African American,Male,1,305000,7.25,315000.0,25-34,76.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,15000,0.0,385000.0,45-54,144.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,165000,6.25,225000.0,25-34,58.0,38.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Male,1,15000,9.25,255000.0,55-64,76.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,25000,0.0,435000.0,55-64,99.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,605000,6.625,685000.0,35-44,150.0,53.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,125000,5.75,375000.0,45-54,42.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,175000,6.25,195000.0,<25,77.0,35.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,495000,7.374,665000.0,25-34,143.0,44.0,2,2,2,10
Hispanic or Latino,White,Female,1,275000,7.375,295000.0,55-64,167.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,195000,6.75,245000.0,25-34,87.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,145000,6.25,275000.0,55-64,75.0,20.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,125000,5.875,155000.0,65-74,73.0,17.0,2,2,2,10
Hispanic or Latino,White,Female,1,315000,6.99,395000.0,25-34,103.0,46.0,2,2,2,10
Hispanic or Latino,White,Male,1,495000,6.875,585000.0,25-34,136.0,35.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,175000,6.25,175000.0,45-54,170.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,155000,7.5,195000.0,25-34,50.0,44.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,125000,6.375,185000.0,65-74,69.0,26.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,125000,5.0,295000.0,35-44,40.0,56.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,395000,5.25,425000.0,45-54,173.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,175000,6.375,375000.0,55-64,75.0,20.0,2,2,2,10
Hispanic or Latino,White,Male,1,395000,6.625,785000.0,55-64,158.0,45.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,205000,4.875,405000.0,25-34,123.0,41.0,2,2,2,10
Hispanic or Latino,White,Male,1,125000,6.625,165000.0,45-54,113.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,195000,6.625,245000.0,25-34,407.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,345000,7.5,495000.0,45-54,453.0,27.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,375000,6.125,385000.0,35-44,120.0,25.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,85000,7.5,105000.0,55-64,97.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,365000,6.875,585000.0,65-74,69.0,46.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Male,1,375000,6.875,385000.0,25-34,102.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1315000,6.25,1795000.0,55-64,534.0,28.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,435000,5.75,485000.0,<25,88.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,5.875,155000.0,25-34,67.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,205000,6.875,225000.0,45-54,54.0,48.0,2,2,2,10
Hispanic or Latino,White,Female,1,335000,6.875,355000.0,55-64,100.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,335000,6.5,425000.0,65-74,91.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,235000,5.75,245000.0,<25,44.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,135000,5.75,265000.0,65-74,33.0,43.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,485000,5.625,565000.0,35-44,137.0,43.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,535000,5.99,595000.0,35-44,154.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,145000,7.5,175000.0,55-64,111.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,205000,7.125,235000.0,25-34,63.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,295000,6.125,325000.0,35-44,75.0,48.0,2,2,2,10
Hispanic or Latino,White,Female,1,5000,1.0,235000.0,25-34,55.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,405000,6.99,515000.0,45-54,245.0,32.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,495000,7.125,545000.0,25-34,157.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,105000,6.125,335000.0,45-54,28.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,375000,6.49,395000.0,25-34,77.0,47.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,425000,5.99,455000.0,25-34,160.0,25.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,745000,6.99,785000.0,25-34,316.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,165000,6.624,265000.0,55-64,38.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,375000,7.5,465000.0,55-64,144.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,1455000,6.875,1615000.0,25-34,500.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,255000,6.875,285000.0,25-34,80.0,36.0,2,2,2,10
Hispanic or Latino,White,Female,1,115000,6.5,155000.0,55-64,33.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,365000,7.125,455000.0,65-74,135.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,195000,6.99,245000.0,<25,57.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,6.125,345000.0,45-54,85.0,15.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,175000,6.375,265000.0,25-34,55.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,165000,6.5,205000.0,25-34,52.0,49.0,2,2,2,10
Hispanic or Latino,White,Male,1,235000,6.125,245000.0,25-34,61.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1045000,6.625,1305000.0,45-54,546.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,455000,6.625,475000.0,55-64,126.0,30.0,2,2,2,10
Hispanic or Latino,White,Female,1,285000,7.375,295000.0,<25,89.0,38.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,195000,6.125,225000.0,35-44,54.0,49.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,395000,5.875,495000.0,25-34,119.0,41.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,225000,6.125,415000.0,65-74,143.0,16.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,675000,7.625,795000.0,35-44,172.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,15000,0.0,235000.0,25-34,65.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,295000,5.875,375000.0,25-34,185.0,30.0,2,2,2,10
Hispanic or Latino,White,Female,1,285000,7.5,385000.0,>74,190.0,39.0,2,2,2,10
Hispanic or Latino,White,Male,1,165000,6.375,225000.0,45-54,46.0,45.0,2,2,2,10
Hispanic or Latino,White,Female,1,235000,6.5,495000.0,55-64,63.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,265000,7.125,285000.0,25-34,139.0,37.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Male,1,145000,6.5,195000.0,35-44,121.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,405000,7.625,515000.0,35-44,207.0,6.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,315000,6.0,395000.0,55-64,160.0,23.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,265000,7.25,275000.0,25-34,81.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,195000,6.624,195000.0,25-34,48.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,125000,5.625,325000.0,35-44,47.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,425000,5.5,535000.0,35-44,154.0,27.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Male,1,465000,6.624,585000.0,35-44,97.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,445000,6.0,705000.0,55-64,126.0,31.0,2,2,2,10
Hispanic or Latino,White,Female,1,175000,5.875,185000.0,25-34,51.0,31.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,375000,5.875,475000.0,45-54,398.0,48.0,2,2,2,10
Hispanic or Latino,White,Male,1,385000,7.625,405000.0,35-44,120.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,265000,6.875,505000.0,35-44,75.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,185000,6.375,235000.0,25-34,66.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,405000,6.875,475000.0,25-34,134.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,285000,5.875,365000.0,25-34,72.0,34.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,225000,7.5,265000.0,35-44,75.0,37.0,2,2,2,10
